Input #0, mov,mp4,m4a,3gp,3g2,mj2, from 'ai-generations/2026-09-23_cmp003-sky-video/seedance/v6/sky-v6-30s-musica-sfx-sin-voz.mp4':
  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf62.12.101
  Duration: 00:00:30.00, start: 0.000000, bitrate: 2684 kb/s
  Stream #0:0[0x1](und): Video: h264 (High) (avc1 / 0x31637661), yuv420p(progressive), 720x1280 [SAR 1:1 DAR 9:16], 2422 kb/s, 24 fps, 24 tbr, 12288 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      encoder         : Lavc62.28.101 libx264
  Stream #0:1[0x2](und): Audio: aac (LC) (mp4a / 0x6134706D), 48000 Hz, stereo, fltp, 255 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
Stream mapping:
  Stream #0:0 -> #0:0 (h264 (native) -> wrapped_avframe (native))
  Stream #0:1 -> #0:1 (aac (native) -> pcm_s16le (native))
Press [q] to stop, [?] for help
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 0.0999792  TARGET:-23 LUFS    M:-120.7 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK: -23.8 -26.2 dBFS  TPK: -23.8 -26.2 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 0.199979   TARGET:-23 LUFS    M:-120.7 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK: -10.0  -9.6 dBFS  TPK: -10.0  -9.6 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 0.299979   TARGET:-23 LUFS    M:-120.7 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK:  -4.3  -5.4 dBFS  TPK:  -4.3  -5.4 dBFS
Output #0, null, to 'pipe:':
  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf62.12.101
  Stream #0:0(und): Video: wrapped_avframe, yuv420p(progressive), 720x1280 [SAR 1:1 DAR 9:16], q=2-31, 200 kb/s, 24 fps, 24 tbn (default)
    Metadata:
      encoder         : Lavc62.28.101 wrapped_avframe
      handler_name    : VideoHandler
  Stream #0:1(und): Audio: pcm_s16le, 48000 Hz, stereo, s16, 1536 kb/s (default)
    Metadata:
      encoder         : Lavc62.28.101 pcm_s16le
      handler_name    : SoundHandler
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 0.399979   TARGET:-23 LUFS    M: -14.8 S:-120.7     I: -14.8 LUFS       LRA:   0.0 LU  FTPK:  -2.9  -1.8 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 0.499979   TARGET:-23 LUFS    M: -13.4 S:-120.7     I: -14.1 LUFS       LRA:   0.0 LU  FTPK:  -3.2  -3.2 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 0.599979   TARGET:-23 LUFS    M: -13.5 S:-120.7     I: -13.9 LUFS       LRA:   0.0 LU  FTPK:  -7.8  -9.6 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 0.699979   TARGET:-23 LUFS    M: -14.0 S:-120.7     I: -13.9 LUFS       LRA:   0.0 LU  FTPK:  -5.2  -6.2 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 0.799979   TARGET:-23 LUFS    M: -15.7 S:-120.7     I: -14.2 LUFS       LRA:   0.0 LU  FTPK:  -5.2  -5.7 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 0.899979   TARGET:-23 LUFS    M: -16.7 S:-120.7     I: -14.5 LUFS       LRA:   0.0 LU  FTPK:  -5.8  -5.1 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 0.999979   TARGET:-23 LUFS    M: -15.7 S:-120.7     I: -14.7 LUFS       LRA:   0.0 LU  FTPK:  -4.8  -4.6 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 1.099979   TARGET:-23 LUFS    M: -15.3 S:-120.7     I: -14.7 LUFS       LRA:   0.0 LU  FTPK:  -4.6  -5.3 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 1.199979   TARGET:-23 LUFS    M: -15.4 S:-120.7     I: -14.8 LUFS       LRA:   0.0 LU  FTPK:  -7.3  -8.7 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 1.299979   TARGET:-23 LUFS    M: -16.2 S:-120.7     I: -14.9 LUFS       LRA:   0.0 LU  FTPK: -12.2 -11.6 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 1.399979   TARGET:-23 LUFS    M: -17.4 S:-120.7     I: -15.1 LUFS       LRA:   0.0 LU  FTPK: -11.4 -12.8 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 1.499979   TARGET:-23 LUFS    M: -19.0 S:-120.7     I: -15.3 LUFS       LRA:   0.0 LU  FTPK: -13.4 -12.7 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 1.599979   TARGET:-23 LUFS    M: -19.3 S:-120.7     I: -15.5 LUFS       LRA:   0.0 LU  FTPK: -12.7 -10.2 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 1.699979   TARGET:-23 LUFS    M: -19.3 S:-120.7     I: -15.7 LUFS       LRA:   0.0 LU  FTPK: -13.4 -13.1 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 1.799979   TARGET:-23 LUFS    M: -19.3 S:-120.7     I: -15.9 LUFS       LRA:   0.0 LU  FTPK: -12.3 -11.2 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 1.899979   TARGET:-23 LUFS    M: -19.4 S:-120.7     I: -16.0 LUFS       LRA:   0.0 LU  FTPK: -12.6 -13.3 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 1.999979   TARGET:-23 LUFS    M: -20.4 S:-120.7     I: -16.2 LUFS       LRA:   0.0 LU  FTPK: -15.4 -15.0 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 2.099979   TARGET:-23 LUFS    M: -20.3 S:-120.7     I: -16.4 LUFS       LRA:   0.0 LU  FTPK:  -9.9  -9.6 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 2.199979   TARGET:-23 LUFS    M: -20.0 S:-120.7     I: -16.5 LUFS       LRA:   0.0 LU  FTPK: -13.4  -9.4 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 2.299979   TARGET:-23 LUFS    M: -19.8 S:-120.7     I: -16.6 LUFS       LRA:   0.0 LU  FTPK: -11.0 -11.3 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 2.399979   TARGET:-23 LUFS    M: -19.2 S:-120.7     I: -16.7 LUFS       LRA:   0.0 LU  FTPK: -12.0 -12.9 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 2.499979   TARGET:-23 LUFS    M: -19.2 S:-120.7     I: -16.8 LUFS       LRA:   0.0 LU  FTPK: -12.9 -13.0 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 2.599979   TARGET:-23 LUFS    M: -18.7 S:-120.7     I: -16.9 LUFS       LRA:   0.0 LU  FTPK: -10.6 -10.4 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 2.699979   TARGET:-23 LUFS    M: -18.3 S:-120.7     I: -16.9 LUFS       LRA:   0.0 LU  FTPK:  -7.9  -9.0 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 2.799979   TARGET:-23 LUFS    M: -18.1 S:-120.7     I: -17.0 LUFS       LRA:   0.0 LU  FTPK: -11.3  -7.9 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 2.899979   TARGET:-23 LUFS    M: -17.8 S:-120.7     I: -17.0 LUFS       LRA:   0.0 LU  FTPK: -10.6  -7.1 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 2.999979   TARGET:-23 LUFS    M: -17.6 S: -17.1     I: -17.0 LUFS       LRA:  20.0 LU  FTPK:  -9.6 -10.8 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 3.099979   TARGET:-23 LUFS    M: -17.7 S: -17.0     I: -17.0 LUFS       LRA:  20.1 LU  FTPK: -10.8 -13.3 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 3.199979   TARGET:-23 LUFS    M: -17.6 S: -17.0     I: -17.0 LUFS       LRA:  20.0 LU  FTPK: -11.7  -9.3 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 3.299979   TARGET:-23 LUFS    M: -17.7 S: -17.2     I: -17.1 LUFS       LRA:  20.1 LU  FTPK: -10.6 -10.7 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 3.399979   TARGET:-23 LUFS    M: -18.1 S: -17.7     I: -17.1 LUFS       LRA:   0.7 LU  FTPK:  -7.6  -9.9 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 3.499979   TARGET:-23 LUFS    M: -17.6 S: -17.9     I: -17.1 LUFS       LRA:   0.9 LU  FTPK: -10.3  -8.5 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 3.599979   TARGET:-23 LUFS    M: -17.3 S: -17.8     I: -17.1 LUFS       LRA:   0.9 LU  FTPK:  -9.2  -9.6 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 3.699979   TARGET:-23 LUFS    M: -17.2 S: -17.8     I: -17.1 LUFS       LRA:   0.9 LU  FTPK: -11.3  -8.7 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 3.799979   TARGET:-23 LUFS    M: -16.9 S: -17.9     I: -17.1 LUFS       LRA:   0.9 LU  FTPK:  -9.1  -9.4 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 3.899979   TARGET:-23 LUFS    M: -17.1 S: -18.0     I: -17.1 LUFS       LRA:   1.0 LU  FTPK: -10.6  -9.0 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 3.999979   TARGET:-23 LUFS    M: -17.5 S: -18.1     I: -17.1 LUFS       LRA:   1.1 LU  FTPK: -11.3  -9.6 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 4.099979   TARGET:-23 LUFS    M: -17.3 S: -18.2     I: -17.1 LUFS       LRA:   1.2 LU  FTPK: -10.5  -8.9 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 4.199979   TARGET:-23 LUFS    M: -17.2 S: -18.2     I: -17.1 LUFS       LRA:   1.2 LU  FTPK:  -7.9  -9.5 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 4.299979   TARGET:-23 LUFS    M: -17.1 S: -18.1     I: -17.1 LUFS       LRA:   1.2 LU  FTPK: -11.0  -9.3 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 4.399979   TARGET:-23 LUFS    M: -17.0 S: -18.1     I: -17.1 LUFS       LRA:   1.2 LU  FTPK: -10.9  -9.6 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 4.499979   TARGET:-23 LUFS    M: -17.6 S: -18.1     I: -17.1 LUFS       LRA:   1.2 LU  FTPK: -13.1 -11.1 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 4.599979   TARGET:-23 LUFS    M: -17.1 S: -17.9     I: -17.1 LUFS       LRA:   1.2 LU  FTPK:  -6.7  -7.7 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 4.699979   TARGET:-23 LUFS    M: -17.3 S: -17.9     I: -17.1 LUFS       LRA:   1.2 LU  FTPK: -11.3  -9.9 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 4.799979   TARGET:-23 LUFS    M: -17.3 S: -17.8     I: -17.1 LUFS       LRA:   1.2 LU  FTPK: -11.4 -11.1 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 4.899979   TARGET:-23 LUFS    M: -17.0 S: -17.8     I: -17.1 LUFS       LRA:   1.2 LU  FTPK: -10.0  -7.6 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 4.999979   TARGET:-23 LUFS    M: -17.8 S: -17.7     I: -17.2 LUFS       LRA:   1.2 LU  FTPK:  -9.1  -9.8 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 5.099979   TARGET:-23 LUFS    M: -17.4 S: -17.6     I: -17.2 LUFS       LRA:   1.2 LU  FTPK:  -8.4  -9.9 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 5.199979   TARGET:-23 LUFS    M: -17.0 S: -17.5     I: -17.2 LUFS       LRA:   1.2 LU  FTPK:  -8.7  -6.7 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 5.299979   TARGET:-23 LUFS    M: -17.0 S: -17.4     I: -17.2 LUFS       LRA:   1.2 LU  FTPK:  -9.9  -9.7 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 5.399979   TARGET:-23 LUFS    M: -16.8 S: -17.4     I: -17.1 LUFS       LRA:   1.1 LU  FTPK:  -9.0 -11.0 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 5.499979   TARGET:-23 LUFS    M: -17.2 S: -17.4     I: -17.1 LUFS       LRA:   1.1 LU  FTPK: -10.4  -9.6 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 5.599979   TARGET:-23 LUFS    M: -17.3 S: -17.3     I: -17.2 LUFS       LRA:   1.1 LU  FTPK: -10.0  -8.8 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 5.699979   TARGET:-23 LUFS    M: -16.8 S: -17.3     I: -17.1 LUFS       LRA:   1.1 LU  FTPK: -10.5  -7.7 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 5.799979   TARGET:-23 LUFS    M: -16.4 S: -17.2     I: -17.1 LUFS       LRA:   1.1 LU  FTPK:  -7.3  -7.5 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 5.899979   TARGET:-23 LUFS    M: -16.0 S: -17.1     I: -17.1 LUFS       LRA:   1.1 LU  FTPK:  -8.1  -8.6 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 5.999979   TARGET:-23 LUFS    M: -16.0 S: -17.1     I: -17.1 LUFS       LRA:   1.1 LU  FTPK:  -9.0 -10.1 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 6.099979   TARGET:-23 LUFS    M: -15.6 S: -16.9     I: -17.1 LUFS       LRA:   1.1 LU  FTPK:  -7.4  -6.4 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 6.199979   TARGET:-23 LUFS    M: -15.5 S: -16.9     I: -17.0 LUFS       LRA:   1.2 LU  FTPK:  -7.3  -9.4 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 6.299979   TARGET:-23 LUFS    M: -15.7 S: -16.8     I: -17.0 LUFS       LRA:   1.2 LU  FTPK:  -9.6  -9.2 dBFS  TPK:  -2.9  -1.8 dBFS
[Parsed_ebur128_0 @ 0x79a102dbc0] t: 6.399979   TARGET:-23 LUFS    M: -16.2 S: -16.8     I: -17.0 LUFS       LRA:   1.3 LU  FTPK:  -8.1  -7.9 dBFS  TPK:  -2.9  -1.8 dBFS
