Input #0, mov,mp4,m4a,3gp,3g2,mj2, from '/Users/jreye/Documents/greenhouse-eo/ai-generations/2026-09-23_cmp003-sky-video/seedance/v5/sky-v5-three-cameras-30s-916-720p.mp4':
  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
  Duration: 00:00:30.09, start: 0.000000, bitrate: 5866 kb/s
  Stream #0:0[0x1](und): Video: h264 (High) (avc1 / 0x31637661), yuv420p(progressive), 720x1280 [SAR 1:1 DAR 9:16], 5677 kb/s, 24 fps, 24 tbr, 12288 tbn (default)
    Metadata:
      handler_name    : VideoHandler
  Stream #0:1[0x2](und): Audio: aac (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, fltp, 192 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
Stream mapping:
  Stream #0:0 -> #0:0 (h264 (native) -> wrapped_avframe (native))
  Stream #0:1 -> #0:1 (aac (native) -> pcm_s16le (native))
Press [q] to stop, [?] for help
[Parsed_ebur128_0 @ 0x7778c41b00] t: 0.0999773  TARGET:-23 LUFS    M:-120.7 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK: -40.4 -43.0 dBFS  TPK: -40.4 -43.0 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 0.199977   TARGET:-23 LUFS    M:-120.7 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK: -32.0 -33.7 dBFS  TPK: -32.0 -33.7 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 0.299977   TARGET:-23 LUFS    M:-120.7 S:-120.7     I: -70.0 LUFS       LRA:   0.0 LU  FTPK: -29.4 -31.6 dBFS  TPK: -29.4 -31.6 dBFS
Output #0, null, to 'pipe:':
  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf62.12.101
  Stream #0:0(und): Video: wrapped_avframe, yuv420p(progressive), 720x1280 [SAR 1:1 DAR 9:16], q=2-31, 200 kb/s, 24 fps, 24 tbn (default)
    Metadata:
      encoder         : Lavc62.28.101 wrapped_avframe
      handler_name    : VideoHandler
  Stream #0:1(und): Audio: pcm_s16le, 44100 Hz, stereo, s16, 1411 kb/s (default)
    Metadata:
      encoder         : Lavc62.28.101 pcm_s16le
      handler_name    : SoundHandler
[Parsed_ebur128_0 @ 0x7778c41b00] t: 0.399977   TARGET:-23 LUFS    M: -41.7 S:-120.7     I: -41.7 LUFS       LRA:   0.0 LU  FTPK: -27.1 -28.9 dBFS  TPK: -27.1 -28.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 0.499977   TARGET:-23 LUFS    M: -39.8 S:-120.7     I: -40.6 LUFS       LRA:   0.0 LU  FTPK: -27.0 -28.4 dBFS  TPK: -27.0 -28.4 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 0.599977   TARGET:-23 LUFS    M: -39.0 S:-120.7     I: -40.0 LUFS       LRA:   0.0 LU  FTPK: -26.7 -27.9 dBFS  TPK: -26.7 -27.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 0.699977   TARGET:-23 LUFS    M: -38.8 S:-120.7     I: -39.7 LUFS       LRA:   0.0 LU  FTPK: -28.9 -30.0 dBFS  TPK: -26.7 -27.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 0.799977   TARGET:-23 LUFS    M: -38.8 S:-120.7     I: -39.5 LUFS       LRA:   0.0 LU  FTPK: -30.3 -31.3 dBFS  TPK: -26.7 -27.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 0.899977   TARGET:-23 LUFS    M: -37.0 S:-120.7     I: -39.0 LUFS       LRA:   0.0 LU  FTPK: -26.0 -26.4 dBFS  TPK: -26.0 -26.4 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 0.999977   TARGET:-23 LUFS    M: -35.7 S:-120.7     I: -38.3 LUFS       LRA:   0.0 LU  FTPK: -24.6 -26.5 dBFS  TPK: -24.6 -26.4 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 1.099977   TARGET:-23 LUFS    M: -34.5 S:-120.7     I: -37.6 LUFS       LRA:   0.0 LU  FTPK: -21.0 -20.9 dBFS  TPK: -21.0 -20.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 1.199977   TARGET:-23 LUFS    M: -34.1 S:-120.7     I: -37.1 LUFS       LRA:   0.0 LU  FTPK: -25.5 -26.5 dBFS  TPK: -21.0 -20.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 1.299977   TARGET:-23 LUFS    M: -34.6 S:-120.7     I: -36.7 LUFS       LRA:   0.0 LU  FTPK: -28.2 -29.2 dBFS  TPK: -21.0 -20.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 1.399977   TARGET:-23 LUFS    M: -34.7 S:-120.7     I: -36.5 LUFS       LRA:   0.0 LU  FTPK: -24.7 -25.4 dBFS  TPK: -21.0 -20.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 1.499977   TARGET:-23 LUFS    M: -35.3 S:-120.7     I: -36.4 LUFS       LRA:   0.0 LU  FTPK: -25.7 -26.0 dBFS  TPK: -21.0 -20.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 1.599977   TARGET:-23 LUFS    M: -35.2 S:-120.7     I: -36.3 LUFS       LRA:   0.0 LU  FTPK: -27.2 -28.5 dBFS  TPK: -21.0 -20.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 1.699977   TARGET:-23 LUFS    M: -35.0 S:-120.7     I: -36.2 LUFS       LRA:   0.0 LU  FTPK: -26.7 -27.7 dBFS  TPK: -21.0 -20.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 1.799977   TARGET:-23 LUFS    M: -34.7 S:-120.7     I: -36.1 LUFS       LRA:   0.0 LU  FTPK: -25.3 -26.0 dBFS  TPK: -21.0 -20.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 1.899977   TARGET:-23 LUFS    M: -34.4 S:-120.7     I: -35.9 LUFS       LRA:   0.0 LU  FTPK: -25.2 -26.6 dBFS  TPK: -21.0 -20.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 1.999977   TARGET:-23 LUFS    M: -34.2 S:-120.7     I: -35.8 LUFS       LRA:   0.0 LU  FTPK: -23.5 -24.4 dBFS  TPK: -21.0 -20.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 2.099977   TARGET:-23 LUFS    M: -34.1 S:-120.7     I: -35.7 LUFS       LRA:   0.0 LU  FTPK: -27.2 -27.5 dBFS  TPK: -21.0 -20.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 2.199977   TARGET:-23 LUFS    M: -34.9 S:-120.7     I: -35.7 LUFS       LRA:   0.0 LU  FTPK: -29.1 -30.2 dBFS  TPK: -21.0 -20.9 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 2.299977   TARGET:-23 LUFS    M: -17.5 S:-120.7     I: -29.0 LUFS       LRA:   0.0 LU  FTPK:  -1.7  -1.8 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 2.399977   TARGET:-23 LUFS    M: -15.2 S:-120.7     I: -24.6 LUFS       LRA:   0.0 LU  FTPK:  -5.2  -5.3 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 2.499977   TARGET:-23 LUFS    M: -13.1 S:-120.7     I: -14.9 LUFS       LRA:   0.0 LU  FTPK:  -7.9  -7.8 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 2.599977   TARGET:-23 LUFS    M: -12.4 S:-120.7     I: -14.1 LUFS       LRA:   0.0 LU  FTPK:  -8.2  -8.3 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 2.699977   TARGET:-23 LUFS    M: -13.2 S:-120.7     I: -13.9 LUFS       LRA:   0.0 LU  FTPK:  -6.5  -6.6 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 2.799977   TARGET:-23 LUFS    M: -14.3 S:-120.7     I: -14.0 LUFS       LRA:   0.0 LU  FTPK:  -9.1  -9.3 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 2.899977   TARGET:-23 LUFS    M: -16.0 S:-120.7     I: -14.2 LUFS       LRA:   0.0 LU  FTPK:  -5.6  -5.6 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 2.999977   TARGET:-23 LUFS    M: -16.2 S: -19.6     I: -14.4 LUFS       LRA:  20.0 LU  FTPK:  -7.3  -7.2 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 3.099977   TARGET:-23 LUFS    M: -16.2 S: -19.2     I: -14.6 LUFS       LRA:  20.2 LU  FTPK: -11.1 -11.1 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 3.199977   TARGET:-23 LUFS    M: -15.8 S: -19.0     I: -14.7 LUFS       LRA:  20.3 LU  FTPK: -10.0 -10.0 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 3.299977   TARGET:-23 LUFS    M: -15.9 S: -18.7     I: -14.8 LUFS       LRA:  20.4 LU  FTPK:  -6.9  -7.0 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 3.399977   TARGET:-23 LUFS    M: -15.5 S: -18.3     I: -14.9 LUFS       LRA:   1.3 LU  FTPK:  -6.2  -6.2 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 3.499977   TARGET:-23 LUFS    M: -15.6 S: -18.0     I: -14.9 LUFS       LRA:   1.5 LU  FTPK:  -6.5  -6.4 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 3.599977   TARGET:-23 LUFS    M: -15.5 S: -17.8     I: -14.9 LUFS       LRA:   1.7 LU  FTPK:  -9.7  -9.7 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 3.699977   TARGET:-23 LUFS    M: -16.2 S: -17.8     I: -15.0 LUFS       LRA:   1.8 LU  FTPK:  -8.0  -8.0 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 3.799977   TARGET:-23 LUFS    M: -17.5 S: -17.7     I: -15.1 LUFS       LRA:   1.9 LU  FTPK:  -8.3  -8.4 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 3.899977   TARGET:-23 LUFS    M: -20.1 S: -17.7     I: -15.3 LUFS       LRA:   1.9 LU  FTPK: -26.0 -26.3 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 3.999977   TARGET:-23 LUFS    M: -22.8 S: -17.7     I: -15.5 LUFS       LRA:   1.9 LU  FTPK: -28.8 -29.4 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 4.099977   TARGET:-23 LUFS    M: -24.8 S: -17.7     I: -15.7 LUFS       LRA:   1.9 LU  FTPK: -27.3 -28.2 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 4.199977   TARGET:-23 LUFS    M: -36.6 S: -17.7     I: -15.7 LUFS       LRA:   1.9 LU  FTPK: -28.4 -29.7 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 4.299977   TARGET:-23 LUFS    M: -36.8 S: -17.7     I: -15.7 LUFS       LRA:   1.9 LU  FTPK: -27.2 -29.1 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 4.399977   TARGET:-23 LUFS    M: -36.8 S: -17.7     I: -15.7 LUFS       LRA:   1.5 LU  FTPK: -30.0 -31.3 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 4.499977   TARGET:-23 LUFS    M: -37.2 S: -17.7     I: -15.7 LUFS       LRA:   1.5 LU  FTPK: -29.7 -31.5 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 4.599977   TARGET:-23 LUFS    M: -37.1 S: -17.7     I: -15.7 LUFS       LRA:   1.5 LU  FTPK: -29.1 -30.9 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 4.699977   TARGET:-23 LUFS    M: -35.2 S: -17.7     I: -15.7 LUFS       LRA:   1.5 LU  FTPK: -19.9 -23.8 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 4.799977   TARGET:-23 LUFS    M: -27.6 S: -17.6     I: -15.9 LUFS       LRA:   1.5 LU  FTPK: -14.1 -15.4 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 4.899977   TARGET:-23 LUFS    M: -25.1 S: -17.6     I: -16.1 LUFS       LRA:   1.5 LU  FTPK: -14.3 -14.5 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 4.999977   TARGET:-23 LUFS    M: -24.0 S: -17.6     I: -16.3 LUFS       LRA:   1.6 LU  FTPK: -16.9 -18.1 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 5.099977   TARGET:-23 LUFS    M: -23.5 S: -17.5     I: -16.4 LUFS       LRA:   1.6 LU  FTPK: -16.4 -18.0 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 5.199977   TARGET:-23 LUFS    M: -24.4 S: -17.5     I: -16.6 LUFS       LRA:   1.6 LU  FTPK: -18.0 -19.1 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 5.299977   TARGET:-23 LUFS    M: -24.2 S: -18.1     I: -16.7 LUFS       LRA:   1.6 LU  FTPK: -10.8 -10.9 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 5.399977   TARGET:-23 LUFS    M: -21.9 S: -18.4     I: -16.9 LUFS       LRA:   1.4 LU  FTPK: -11.6 -11.6 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 5.499977   TARGET:-23 LUFS    M: -21.5 S: -19.2     I: -17.0 LUFS       LRA:   1.6 LU  FTPK: -12.4 -12.7 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 5.599977   TARGET:-23 LUFS    M: -19.9 S: -19.4     I: -17.0 LUFS       LRA:   1.7 LU  FTPK: -12.8 -12.9 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 5.699977   TARGET:-23 LUFS    M: -19.9 S: -19.8     I: -17.1 LUFS       LRA:   1.9 LU  FTPK: -13.3 -13.5 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 5.799977   TARGET:-23 LUFS    M: -20.3 S: -19.7     I: -17.2 LUFS       LRA:   2.0 LU  FTPK: -11.4 -11.0 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 5.899977   TARGET:-23 LUFS    M: -20.4 S: -20.1     I: -17.3 LUFS       LRA:   2.2 LU  FTPK: -15.7 -16.1 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 5.999977   TARGET:-23 LUFS    M: -22.4 S: -20.5     I: -17.4 LUFS       LRA:   2.2 LU  FTPK: -20.9 -22.1 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 6.099977   TARGET:-23 LUFS    M: -23.6 S: -21.0     I: -17.5 LUFS       LRA:   2.5 LU  FTPK: -22.0 -23.3 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 6.199977   TARGET:-23 LUFS    M: -27.4 S: -21.3     I: -17.6 LUFS       LRA:   2.9 LU  FTPK: -22.3 -24.2 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 6.299977   TARGET:-23 LUFS    M: -30.9 S: -21.8     I: -17.6 LUFS       LRA:   3.4 LU  FTPK: -24.7 -25.2 dBFS  TPK:  -1.7  -1.8 dBFS
[Parsed_ebur128_0 @ 0x7778c41b00] t: 6.399977   TARGET:-23 LUFS    M: -31.5 S: -22.7     I: -17.6 LUFS       LRA:   3.4 LU  FTPK: -24.1 -25.3 dBFS  TPK:  -1.7  -1.8 dBFS
